run_id,event,pc,r0,r1,r2,r3,r4,r9,ptr,hex,note
1784723320206,SMSGETBYTES_CALL,0x2E5396,0x349,0x27FA30,0x3,0x0,0x0,0x682B6C,0x27FA30,,"pos_dst_len"
1784723320206,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784723320206,SMS_CFG_AT_349,0x2E31AE,0x280CD4,0x349,0x8,0x0,0x281EFC,0x280400,0x28101D,4750546777790000,"expect_GPT"
1784723320206,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784723320206,SMS_CFG_AT_349,0x2E31AE,0x280CD7,0x349,0x8,0x0,0x281EFC,0x280400,0x281020,6777790000000000,"expect_GPT"
1784723320206,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784723320206,SMS_CFG_AT_349,0x2E31AE,0x280CE0,0x349,0x8,0x0,0x281EFC,0x280400,0x281029,0100000000000000,"expect_GPT"
1784723320206,MR_TABLE,0x2E31AE,0x80160,0x94E94,0x280CD4,0x94E94,0x281EFC,0x280400,0x281EFC,,"slot0_slotC_slot1C0"
1784723320206,SMS_CFG_AT_349,0x2E31AE,0x280D02,0x349,0x8,0x0,0x281EFC,0x280400,0x28104B,0000000000000000,"expect_GPT"
